Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
941,2025-07-29,CUST941,Male,25,Electronics,1,100,100
942,2025-07-30,CUST942,Female,30,Clothing,2,200,400
943,2025-07-31,CUST943,Male,45,Beauty,3,300,900
944,2025-08-01,CUST944,Female,35,Home,4,400,1600
945,2025-08-02,CUST945,Male,50,Books,5,500,2500
946,2025-08-03,CUST946,Female,25,Electronics,1,100,100
947,2025-08-04,CUST947,Male,30,Clothing,2,200,400
948,2025-08-05,CUST948,Female,45,Beauty,3,300,900
949,2025-08-06,CUST949,Male,35,Home,4,400,1600
950,2025-08-07,CUST950,Female,50,Books,5,500,2500
951,2025-08-08,CUST951,Male,25,Electronics,1,100,100
952,2025-08-09,CUST952,Female,30,Clothing,2,200,400
953,2025-08-10,CUST953,Male,45,Beauty,3,300,900
954,2025-08-11,CUST954,Female,35,Home,4,400,1600
955,2025-08-12,CUST955,Male,50,Books,5,500,2500
956,2025-08-13,CUST956,Female,25,Electronics,1,100,100
957,2025-08-14,CUST957,Male,30,Clothing,2,200,400
958,2025-08-15,CUST958,Female,45,Beauty,3,300,900
959,2025-08-16,CUST959,Male,35,Home,4,400,1600
960,2025-08-17,CUST960,Female,50,Books,5,500,2500
961,2025-08-18,CUST961,Male,25,Electronics,1,100,100
962,2025-08-19,CUST962,Female,30,Clothing,2,200,400
963,2025-08-20,CUST963,Male,45,Beauty,3,300,900
964,2025-08-21,CUST964,Female,35,Home,4,400,1600
965,2025-08-22,CUST965,Male,50,Books,5,500,2500
966,2025-08-23,CUST966,Female,25,Electronics,1,100,100
967,2025-08-24,CUST967,Male,30,Clothing,2,200,400
968,2025-08-25,CUST968,Female,45,Beauty,3,300,900
969,2025-08-26,CUST969,Male,35,Home,4,400,1600
970,2025-08-27,CUST970,Female,50,Books,5,500,2500
971,2025-08-28,CUST971,Male,25,Electronics,1,100,100
972,2025-08-29,CUST972,Female,30,Clothing,2,200,400
973,2025-08-30,CUST973,Male,45,Beauty,3,300,900
974,2025-08-31,CUST974,Female,35,Home,4,400,1600
975,2025-09-01,CUST975,Male,50,Books,5,500,2500
976,2025-09-02,CUST976,Female,25,Electronics,1,100,100
977,2025-09-03,CUST977,Male,30,Clothing,2,200,400
978,2025-09-04,CUST978,Female,45,Beauty,3,300,900
979,2025-09-05,CUST979,Male,35,Home,4,400,1600
980,2025-09-06,CUST980,Female,50,Books,5,500,2500
981,2025-09-07,CUST981,Male,25,Electronics,1,100,100
982,2025-09-08,CUST982,Female,30,Clothing,2,200,400
983,2025-09-09,CUST983,Male,45,Beauty,3,300,900
984,2025-09-10,CUST984,Female,35,Home,4,400,1600
985,2025-09-11,CUST985,Male,50,Books,5,500,2500
986,2025-09-12,CUST986,Female,25,Electronics,1,100,100
987,2025-09-13,CUST987,Male,30,Clothing,2,200,400
988,2025-09-14,CUST988,Female,45,Beauty,3,300,900
989,2025-09-15,CUST989,Male,35,Home,4,400,1600
990,2025-09-16,CUST990,Female,50,Books,5,500,2500
991,2025-09-17,CUST991,Male,25,Electronics,1,100,100
992,2025-09-18,CUST992,Female,30,Clothing,2,200,400
993,2025-09-19,CUST993,Male,45,Beauty,3,300,900
994,2025-09-20,CUST994,Female,35,Home,4,400,1600
995,2025-09-21,CUST995,Male,50,Books,5,500,2500
996,2025-09-22,CUST996,Female,25,Electronics,1,100,100
997,2025-09-23,CUST997,Male,30,Clothing,2,200,400
998,2025-09-24,CUST998,Female,45,Beauty,3,300,900
999,2025-09-25,CUST999,Male,35,Home,4,400,1600
1000,2025-09-26,CUST1000,Female,50,Books,5,500,2500
